date,country,market,category,commodity,unit,currency,pricetype,price,usdprice,latitude,longitude
2025-08-01,Uganda,Lira,cereals and tubers,Beans,KG,UGX,Retail,6669.47,1.8026,-0.8851,33.492
2025-09-01,Uganda,Lira,cereals and tubers,Beans,KG,UGX,Retail,7295.47,1.9717,2.9386,32.9707
2025-10-01,Uganda,Lira,cereals and tubers,Beans,KG,UGX,Retail,7344.89,1.9851,4.0741,29.9948
2025-11-01,Uganda,Lira,cereals and tubers,Beans,KG,UGX,Retail,6514.09,1.7606,3.2356,30.3836
2025-12-01,Uganda,Lira,cereals and tubers,Beans,KG,UGX,Retail,5800.38,1.5677,0.1045,30.9146
2026-01-01,Uganda,Lira,cereals and tubers,Beans,KG,UGX,Retail,5079.1,1.3727,1.7276,31.7667
2026-02-01,Uganda,Lira,cereals and tubers,Beans,KG,UGX,Retail,4726.4,1.2774,0.2357,34.6839
2026-03-01,Uganda,Lira,cereals and tubers,Beans,KG,UGX,Retail,5091.92,1.3762,3.9789,31.49
2026-04-01,Uganda,Lira,cereals and tubers,Beans,KG,UGX,Retail,5444.94,1.4716,2.9532,34.0678
2026-05-01,Uganda,Lira,cereals and tubers,Beans,KG,UGX,Retail,5943.07,1.6062,2.0646,33.1695
2026-06-01,Uganda,Lira,cereals and tubers,Beans,KG,UGX,Retail,6810.08,1.8406,1.6494,30.9133
2026-07-01,Uganda,Lira,cereals and tubers,Beans,KG,UGX,Retail,7671.41,2.0734,3.4414,32.2552
2018-01-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3758.78,1.0159,2.6205,34.966
2018-02-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3488.61,0.9429,0.937,31.1215
2018-03-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3511.41,0.949,1.2708,33.5353
2018-04-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3871.8,1.0464,-0.7542,34.2572
2018-05-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4242.78,1.1467,0.5007,33.3279
2018-06-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,5046.85,1.364,2.8375,31.7067
2018-07-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,5493.1,1.4846,-1.1704,30.5445
2018-08-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,5963.69,1.6118,0.6749,29.7896
2018-09-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,6078.46,1.6428,0.8461,33.4767
2018-10-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,5417.17,1.4641,2.7476,34.2335
2018-11-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,5130.96,1.3867,3.0621,30.2852
2018-12-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4405.35,1.1906,-0.9439,29.8837
2019-01-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4170.51,1.1272,-0.9029,34.1129
2019-02-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3898.92,1.0538,3.9001,32.5052
2019-03-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3935.72,1.0637,-0.4484,32.5191
2019-04-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4238.72,1.1456,3.8092,34.6432
2019-05-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4509.13,1.2187,2.0347,33.0461
2019-06-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,5238.3,1.4158,-0.7913,33.1317
2019-07-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,5991.12,1.6192,0.4678,32.3786
2019-08-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,6786.01,1.8341,3.8049,30.1915
2019-09-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,6998.28,1.8914,0.2013,34.0593
2019-10-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,6449.38,1.7431,-1.46,30.5912
2019-11-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,5817.01,1.5722,0.8019,29.7416
2019-12-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4924.79,1.331,-0.638,32.3565
2020-01-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4172.14,1.1276,2.7036,33.7943
2020-02-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3970.99,1.0732,2.2532,34.509
2020-03-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4171.17,1.1273,0.8649,31.984
2020-04-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4470.4,1.2082,-1.3041,29.7232
2020-05-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,5197.82,1.4048,3.2174,30.4274
2020-06-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,5718.12,1.5454,2.0857,30.5949
2020-07-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,6102.31,1.6493,1.1614,30.8318
2020-08-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,6994.75,1.8905,-0.5684,34.1897
2020-09-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,7146.19,1.9314,-0.764,30.2398
2020-10-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,6761.82,1.8275,0.5151,30.8669
2020-11-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,6160.81,1.6651,1.1413,34.6156
2020-12-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,5281.94,1.4276,-0.4542,32.8185
2021-01-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4798.47,1.2969,-0.4459,30.1113
2021-02-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4373.0,1.1819,2.7931,31.1237
2021-03-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4258.73,1.151,-0.4562,31.514
2021-04-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4784.68,1.2932,3.2582,29.6538
2021-05-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,5262.43,1.4223,3.2192,29.6011
2021-06-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,5809.45,1.5701,-0.021,31.829
2021-07-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,6356.35,1.7179,0.733,34.4165
2021-08-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,6700.32,1.8109,3.6514,33.5244
2021-09-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,6295.65,1.7015,1.3133,31.7052
2021-10-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,6092.24,1.6466,-0.4307,34.6566
2021-11-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,5305.85,1.434,1.987,32.3907
2021-12-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4822.4,1.3034,2.3057,33.1372
2022-01-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3962.86,1.071,1.8199,31.515
2022-02-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3725.02,1.0068,1.6227,30.5703
2022-03-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3323.29,0.8982,1.105,32.5778
2022-04-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3467.89,0.9373,2.2214,33.6442
2022-05-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3617.29,0.9776,-0.8708,33.2136
2022-06-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3879.05,1.0484,-0.8468,30.3087
2022-07-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4116.41,1.1125,4.1532,30.4492
2022-08-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4485.76,1.2124,3.7482,34.8019
2022-09-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4251.61,1.1491,3.5186,30.3502
2022-10-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4009.07,1.0835,-1.4259,31.7957
2022-11-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3206.39,0.8666,2.5128,29.6867
2022-12-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,2681.71,0.7248,2.4714,29.8522
2023-01-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,2484.35,0.6714,0.5588,30.4924
2023-02-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,2500.34,0.6758,0.4318,30.6712
2023-03-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,2516.43,0.6801,2.1077,31.9405
2023-04-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,2617.37,0.7074,2.9557,31.2255
2023-05-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,2739.88,0.7405,3.5897,30.7962
2023-06-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3187.48,0.8615,3.9034,32.4609
2023-07-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3327.97,0.8995,0.2673,32.6472
2023-08-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3393.6,0.9172,-1.4788,34.9855
2023-09-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3218.09,0.8698,4.0467,33.1264
2023-10-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3004.07,0.8119,4.0131,32.6663
2023-11-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,2729.54,0.7377,2.2332,30.6491
2023-12-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,2665.95,0.7205,-0.0363,31.9488
2024-01-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,2683.1,0.7252,1.43,33.1529
2024-02-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,2700.36,0.7298,3.5945,34.8181
2024-03-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,2732.51,0.7385,2.035,30.7111
2024-04-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3033.64,0.8199,-0.5033,30.4177
2024-05-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3344.82,0.904,1.7696,33.28
2024-06-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3787.98,1.0238,2.9347,30.5451
2024-07-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4348.28,1.1752,0.3359,31.3952
2024-08-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4662.17,1.26,-1.2666,30.6612
2024-09-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4727.07,1.2776,2.9363,34.9121
2024-10-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4551.62,1.2302,1.8638,34.5036
2024-11-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4110.97,1.1111,-1.1212,32.3538
2024-12-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3650.01,0.9865,1.0712,32.064
2025-01-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3197.41,0.8642,1.2721,31.6528
2025-02-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,2916.39,0.7882,-1.2645,30.2252
2025-03-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,2935.16,0.7933,-1.1481,29.9189
2025-04-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3082.49,0.8331,3.3329,34.0725
2025-05-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3459.97,0.9351,2.0038,33.5069
2025-06-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3780.47,1.0217,3.5691,33.5547
2025-07-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4483.4,1.2117,3.0833,32.6043
2025-08-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4661.46,1.2599,-1.0181,31.8628
2025-09-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4954.07,1.3389,-0.535,29.7287
2025-10-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4822.89,1.3035,4.029,31.6462
2025-11-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4170.58,1.1272,0.7997,31.2272
2025-12-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3605.35,0.9744,2.1165,29.7477
2026-01-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3224.66,0.8715,-1.2937,33.2578
2026-02-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3149.71,0.8513,3.6727,30.7108
2026-03-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3169.97,0.8567,3.0205,34.2676
2026-04-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3373.76,0.9118,1.0698,30.7961
2026-05-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,3682.0,0.9951,2.2564,31.9299
2026-06-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4349.71,1.1756,3.3285,32.2767
2026-07-01,Uganda,Lira,cereals and tubers,Rice,KG,UGX,Retail,4642.49,1.2547,3.0221,34.2937
2018-01-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,728.15,0.1968,-0.8962,29.9512
2018-02-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,702.0,0.1897,-0.7123,31.7126
2018-03-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,780.54,0.211,-0.2922,30.8165
2018-04-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,895.49,0.242,0.5571,33.2535
2018-05-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1039.42,0.2809,1.2859,30.541
2018-06-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1205.58,0.3258,-0.8376,30.6672
2018-07-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1366.25,0.3693,-0.1595,33.5802
2018-08-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1420.66,0.384,-0.1603,31.2154
2018-09-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1426.65,0.3856,0.7638,30.9163
2018-10-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1333.38,0.3604,0.6982,33.8671
2018-11-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1310.09,0.3541,1.5015,32.0394
2018-12-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1044.27,0.2822,4.048,32.2097
2019-01-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,986.67,0.2667,4.0245,34.7888
2019-02-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,961.87,0.26,0.4847,33.2744
2019-03-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,856.44,0.2315,1.3416,31.3864
2019-04-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,939.98,0.254,0.3616,30.2374
2019-05-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1027.06,0.2776,-0.9017,31.7509
2019-06-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1167.02,0.3154,0.1801,34.7206
2019-07-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1295.37,0.3501,3.5437,29.9352
2019-08-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1434.87,0.3878,2.1008,31.5982
2019-09-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1414.32,0.3822,-0.3372,32.6728
2019-10-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1347.32,0.3641,3.0377,32.7525
2019-11-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1334.74,0.3607,-1.1884,32.2988
2019-12-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1245.88,0.3367,0.0143,33.259
2020-01-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1190.15,0.3217,-0.3105,33.5828
2020-02-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1087.97,0.294,-0.1004,33.1146
2020-03-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1190.17,0.3217,-1.2065,30.2836
2020-04-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1325.89,0.3583,1.8789,32.0504
2020-05-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1433.6,0.3875,2.8092,34.7275
2020-06-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1553.28,0.4198,-0.5703,31.0261
2020-07-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1745.28,0.4717,0.7472,34.3119
2020-08-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1835.2,0.496,-0.6517,32.4222
2020-09-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,2006.78,0.5424,-0.4274,33.8005
2020-10-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1818.82,0.4916,0.7876,32.9456
2020-11-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1549.18,0.4187,-0.0047,31.901
2020-12-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1348.56,0.3645,2.5296,34.0776
2021-01-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1179.63,0.3188,1.7289,30.8536
2021-02-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1115.43,0.3015,2.2826,30.3242
2021-03-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1163.85,0.3146,0.049,34.02
2021-04-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1154.81,0.3121,0.6024,33.6531
2021-05-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1279.64,0.3458,-0.3544,34.1922
2021-06-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1310.19,0.3541,-0.9142,31.8464
2021-07-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1378.69,0.3726,1.9763,34.1123
2021-08-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1439.69,0.3891,-0.2249,31.013
2021-09-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1531.24,0.4138,2.6948,30.1721
2021-10-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1319.16,0.3565,1.9026,33.8417
2021-11-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1159.97,0.3135,-0.3434,34.5116
2021-12-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1116.57,0.3018,1.1088,33.6375
2022-01-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,984.16,0.266,-0.0008,34.468
2022-02-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,853.95,0.2308,4.0728,30.4902
2022-03-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,843.13,0.2279,-0.9494,33.9399
2022-04-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,808.54,0.2185,0.1928,31.3583
2022-05-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,888.63,0.2402,-0.6175,33.8522
2022-06-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1048.41,0.2834,4.0163,34.6075
2022-07-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1114.16,0.3011,1.5183,34.9614
2022-08-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1290.73,0.3488,2.5763,29.7213
2022-09-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1204.8,0.3256,3.0259,31.6328
2022-10-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1106.65,0.2991,2.7133,31.8798
2022-11-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,972.62,0.2629,0.7042,34.3037
2022-12-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,904.47,0.2445,-1.1429,34.7793
2023-01-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,836.99,0.2262,1.5829,34.0772
2023-02-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,824.46,0.2228,4.1152,34.2309
2023-03-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,853.92,0.2308,0.615,31.089
2023-04-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,883.6,0.2388,2.1442,32.4215
2023-05-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,919.86,0.2486,1.192,33.8321
2023-06-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1053.19,0.2846,1.4537,29.8273
2023-07-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1130.29,0.3055,2.1628,30.2743
2023-08-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1188.44,0.3212,1.1619,31.3504
2023-09-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1177.12,0.3181,0.4572,32.958
2023-10-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1179.06,0.3187,-1.199,31.8833
2023-11-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,979.6,0.2648,-0.3624,33.1368
2023-12-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,863.33,0.2333,4.0238,31.7351
2024-01-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,819.99,0.2216,3.7439,32.228
2024-02-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,686.59,0.1856,2.4663,34.3056
2024-03-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,690.59,0.1866,-1.0346,34.966
2024-04-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,730.08,0.1973,2.5367,32.8998
2024-05-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,849.67,0.2296,2.9792,34.9594
2024-06-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,918.8,0.2483,2.0028,33.4706
2024-07-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,963.08,0.2603,3.5893,32.0678
2024-08-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1014.71,0.2742,3.3701,34.6918
2024-09-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,1054.73,0.2851,2.7846,30.7611
2024-10-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,993.61,0.2685,-0.0145,34.2165
2024-11-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,904.42,0.2444,-0.7552,33.5909
2024-12-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,786.34,0.2125,-0.6536,30.842
2025-01-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,717.74,0.194,2.0526,33.709
2025-02-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,609.03,0.1646,1.1112,33.9044
2025-03-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,601.64,0.1626,-0.5356,31.6616
2025-04-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,679.44,0.1836,-0.4428,34.7513
2025-05-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,826.62,0.2234,1.966,30.254
2025-06-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,839.11,0.2268,1.6653,34.6324
2025-07-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,907.19,0.2452,2.9578,31.2426
2025-08-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,888.74,0.2402,3.7837,32.9754
2025-09-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,953.43,0.2577,3.4931,34.5973
2025-10-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,795.42,0.215,-0.3837,32.5726
2025-11-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,672.07,0.1816,1.2939,31.3869
2025-12-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,592.3,0.1601,-1.1329,30.5569
2026-01-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,596.11,0.1611,-1.3409,33.4999
2026-02-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,599.94,0.1621,-0.5393,32.3661
2026-03-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,603.8,0.1632,0.7402,31.3039
2026-04-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,647.57,0.175,2.4235,30.1977
2026-05-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,686.14,0.1854,-0.4152,31.3894
2026-06-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,796.41,0.2152,0.4776,30.9136
2026-07-01,Uganda,Lira,cereals and tubers,Cassava,KG,UGX,Retail,923.55,0.2496,3.4622,31.2501
2018-01-01,Uganda,Lira,cereals and tubers,Sorghum,KG,UGX,Retail,1102.88,0.2981,1.4727,30.2657
2018-02-01,Uganda,Lira,cereals and tubers,Sorghum,KG,UGX,Retail,1060.28,0.2866,-1.149,32.109
2018-03-01,Uganda,Lira,cereals and tubers,Sorghum,KG,UGX,Retail,1091.95,0.2951,-0.5939,30.6874
2018-04-01,Uganda,Lira,cereals and tubers,Sorghum,KG,UGX,Retail,1211.43,0.3274,4.0852,31.6835
2018-05-01,Uganda,Lira,cereals and tubers,Sorghum,KG,UGX,Retail,1375.5,0.3718,-0.6318,33.0635
2018-06-01,Uganda,Lira,cereals and tubers,Sorghum,KG,UGX,Retail,1552.89,0.4197,1.9957,30.0788
2018-07-01,Uganda,Lira,cereals and tubers,Sorghum,KG,UGX,Retail,1742.84,0.471,-0.1468,33.2812
2018-08-01,Uganda,Lira,cereals and tubers,Sorghum,KG,UGX,Retail,1719.3,0.4647,1.1183,33.2212
2018-09-01,Uganda,Lira,cereals and tubers,Sorghum,KG,UGX,Retail,1714.02,0.4632,3.659,32.925
2018-10-01,Uganda,Lira,cereals and tubers,Sorghum,KG,UGX,Retail,1576.34,0.426,0.9756,33.6932
2018-11-01,Uganda,Lira,cereals and tubers,Sorghum,KG,UGX,Retail,1471.32,0.3977,3.1051,32.3572
2018-12-01,Uganda,Lira,cereals and tubers,Sorghum,KG,UGX,Retail,1200.51,0.3245,3.8896,33.0247
2019-01-01,Uganda,Lira,cereals and tubers,Sorghum,KG,UGX,Retail,1046.94,0.283,1.9104,33.0013
2019-02-01,Uganda,Lira,cereals and tubers,Sorghum,KG,UGX,Retail,1092.76,0.2953,1.6532,34.3269
2019-03-01,Uganda,Lira,cereals and tubers,Sorghum,KG,UGX,Retail,1038.46,0.2807,1.0209,30.5101
2019-04-01,Uganda,Lira,cereals and tubers,Sorghum,KG,UGX,Retail,1145.79,0.3097,2.0382,32.4262
2019-05-01,Uganda,Lira,cereals and tubers,Sorghum,KG,UGX,Retail,1256.64,0.3396,-0.9698,31.1521
